sample,sample_name,stage,context,gene,n_cells,mean_expression,detection_fraction,status
GSM9237947,P17_AIS,AIS,epithelial,SPP1,5173,0.007798965605318128,0.005219408467040402,present
GSM9237947,P17_AIS,AIS,epithelial,TREM2,5173,0.013891336650517396,0.009278948385849604,present
GSM9237947,P17_AIS,AIS,epithelial,PLA2G7,5173,0.005233075237058882,0.0036729170693988013,present
GSM9237947,P17_AIS,AIS,epithelial,IL1B,5173,0.003679806057168343,0.0017398028223468006,present
GSM9237947,P17_AIS,AIS,epithelial,TNF,5173,0.006955207474076376,0.0034796056446936012,present
GSM9237947,P17_AIS,AIS,epithelial,CXCL8,5173,0.03242982370239033,0.016431471099942006,present
GSM9237947,P17_AIS,AIS,macrophage,MIF,955,0.27498270198743346,0.23664921465968586,present
GSM9237947,P17_AIS,AIS,macrophage,CD74,955,5.250707281749938,0.9895287958115183,present
GSM9237947,P17_AIS,AIS,macrophage,CD44,955,1.530702383801924,0.631413612565445,present
GSM9237947,P17_AIS,AIS,macrophage,CXCR4,955,1.0904988069851969,0.4869109947643979,present
GSM9237947,P17_AIS,AIS,macrophage,SPP1,955,0.06657854040842907,0.024083769633507852,present
GSM9237947,P17_AIS,AIS,macrophage,TREM2,955,0.5840793374143167,0.32356020942408376,present
GSM9237947,P17_AIS,AIS,macrophage,PLA2G7,955,0.31933037345409604,0.16020942408376965,present
GSM9237947,P17_AIS,AIS,macrophage,IL1B,955,0.09455896458808172,0.06701570680628273,present
GSM9237947,P17_AIS,AIS,macrophage,TNF,955,0.03411837661588317,0.028272251308900525,present
GSM9237947,P17_AIS,AIS,macrophage,CXCL8,955,0.06719997573899525,0.030366492146596858,present
GSM9237948,P17_LUAD,LUAD,all_cells,MIF,16644,0.35667607345197444,0.2008531602980053,present
GSM9237948,P17_LUAD,LUAD,all_cells,CD74,16644,3.4018961152723035,0.8497356404710407,present
GSM9237948,P17_LUAD,LUAD,all_cells,CD44,16644,1.1118576912183535,0.4614876231675078,present
GSM9237948,P17_LUAD,LUAD,all_cells,CXCR4,16644,1.524215861415509,0.4890651285748618,present
GSM9237948,P17_LUAD,LUAD,all_cells,SPP1,16644,0.2676822180851715,0.09955539533765921,present
GSM9237948,P17_LUAD,LUAD,all_cells,TREM2,16644,0.1686686987196682,0.07738524393174717,present
GSM9237948,P17_LUAD,LUAD,all_cells,PLA2G7,16644,0.10061504379703722,0.05082912761355443,present
GSM9237948,P17_LUAD,LUAD,all_cells,IL1B,16644,0.04436351900921715,0.022290314828166305,present
GSM9237948,P17_LUAD,LUAD,all_cells,TNF,16644,0.021793251805704416,0.011295361691900985,present
GSM9237948,P17_LUAD,LUAD,all_cells,CXCL8,16644,0.04535456257371589,0.021869742850276375,present
GSM9237948,P17_LUAD,LUAD,epithelial,MIF,0,,,present
GSM9237948,P17_LUAD,LUAD,epithelial,CD74,0,,,present
GSM9237948,P17_LUAD,LUAD,epithelial,CD44,0,,,present
GSM9237948,P17_LUAD,LUAD,epithelial,CXCR4,0,,,present
GSM9237948,P17_LUAD,LUAD,epithelial,SPP1,0,,,present
GSM9237948,P17_LUAD,LUAD,epithelial,TREM2,0,,,present
GSM9237948,P17_LUAD,LUAD,epithelial,PLA2G7,0,,,present
GSM9237948,P17_LUAD,LUAD,epithelial,IL1B,0,,,present
GSM9237948,P17_LUAD,LUAD,epithelial,TNF,0,,,present
GSM9237948,P17_LUAD,LUAD,epithelial,CXCL8,0,,,present
GSM9237948,P17_LUAD,LUAD,macrophage,MIF,0,,,present
GSM9237948,P17_LUAD,LUAD,macrophage,CD74,0,,,present
GSM9237948,P17_LUAD,LUAD,macrophage,CD44,0,,,present
GSM9237948,P17_LUAD,LUAD,macrophage,CXCR4,0,,,present
GSM9237948,P17_LUAD,LUAD,macrophage,SPP1,0,,,present
GSM9237948,P17_LUAD,LUAD,macrophage,TREM2,0,,,present
GSM9237948,P17_LUAD,LUAD,macrophage,PLA2G7,0,,,present
GSM9237948,P17_LUAD,LUAD,macrophage,IL1B,0,,,present
GSM9237948,P17_LUAD,LUAD,macrophage,TNF,0,,,present
GSM9237948,P17_LUAD,LUAD,macrophage,CXCL8,0,,,present
GSM9237949,P18_Normal,Normal,all_cells,MIF,12149,0.13953729215646674,0.07358630339945675,present
GSM9237949,P18_Normal,Normal,all_cells,CD74,12149,1.9515833387806856,0.6030125936291053,present
GSM9237949,P18_Normal,Normal,all_cells,CD44,12149,1.3918045863473218,0.49049304469503663,present
GSM9237949,P18_Normal,Normal,all_cells,CXCR4,12149,0.201907752266795,0.07934809449337395,present
GSM9237949,P18_Normal,Normal,all_cells,SPP1,12149,0.0054604643397340846,0.0022224051362252036,present
GSM9237949,P18_Normal,Normal,all_cells,TREM2,12149,0.04763171636573748,0.02576343731994403,present
GSM9237949,P18_Normal,Normal,all_cells,PLA2G7,12149,0.025461957531711186,0.012264383899909458,present
GSM9237949,P18_Normal,Normal,all_cells,IL1B,12149,0.034652654053982185,0.015968392460284798,present
GSM9237949,P18_Normal,Normal,all_cells,TNF,12149,0.02212061603180886,0.011688204790517739,present
GSM9237949,P18_Normal,Normal,all_cells,CXCL8,12149,0.05152920281118521,0.02090707054078525,present
GSM9237949,P18_Normal,Normal,epithelial,MIF,3579,0.14869959489431409,0.08018999720592344,present
GSM9237949,P18_Normal,Normal,epithelial,CD74,3579,2.280567728261393,0.7194747136071529,present
GSM9237949,P18_Normal,Normal,epithelial,CD44,3579,1.7223855660180136,0.6107851355127131,present
GSM9237949,P18_Normal,Normal,epithelial,CXCR4,3579,0.13359175252870023,0.05644034646549315,present
GSM9237949,P18_Normal,Normal,epithelial,SPP1,3579,0.0035533093174440903,0.0016764459346186086,present
GSM9237949,P18_Normal,Normal,epithelial,TREM2,3579,0.016084567303706478,0.007823414361553507,present
GSM9237949,P18_Normal,Normal,epithelial,PLA2G7,3579,0.009697681124723615,0.005029337803855826,present
GSM9237949,P18_Normal,Normal,epithelial,IL1B,3579,0.014670811243881626,0.006426376082704666,present
GSM9237949,P18_Normal,Normal,epithelial,TNF,3579,0.009187527814534507,0.004191114836546521,present
GSM9237949,P18_Normal,Normal,epithelial,CXCL8,3579,0.04557945728259398,0.019558535903883765,present
GSM9237949,P18_Normal,Normal,macrophage,MIF,941,0.24690439407428166,0.16790648246546228,present
GSM9237949,P18_Normal,Normal,macrophage,CD74,941,4.487084677368725,0.9521785334750266,present
GSM9237949,P18_Normal,Normal,macrophage,CD44,941,2.0159251445568174,0.7247608926673751,present
GSM9237949,P18_Normal,Normal,macrophage,CXCR4,941,0.26666028112907747,0.14027630180658873,present
GSM9237949,P18_Normal,Normal,macrophage,SPP1,941,0.03237919176933471,0.012752391073326248,present
GSM9237949,P18_Normal,Normal,macrophage,TREM2,941,0.42222684203295185,0.23910733262486716,present
GSM9237949,P18_Normal,Normal,macrophage,PLA2G7,941,0.17654782929886206,0.0818278427205101,present
GSM9237949,P18_Normal,Normal,macrophage,IL1B,941,0.18530836911148096,0.09883103081827843,present
GSM9237949,P18_Normal,Normal,macrophage,TNF,941,0.0980566138326726,0.07226354941551541,present
GSM9237949,P18_Normal,Normal,macrophage,CXCL8,941,0.2374860908721927,0.08820403825717323,present
GSM9237950,P18_MIA,MIA,all_cells,MIF,14810,0.1892745928409637,0.12329507089804187,present
GSM9237950,P18_MIA,MIA,all_cells,CD74,14810,2.071094141810142,0.6533423362592843,present
GSM9237950,P18_MIA,MIA,all_cells,CD44,14810,1.3476023088152975,0.5022282241728562,present
GSM9237950,P18_MIA,MIA,all_cells,CXCR4,14810,0.2910383713575055,0.11451721809588117,present
GSM9237950,P18_MIA,MIA,all_cells,SPP1,14810,0.013968517451564418,0.006414584740040513,present
GSM9237950,P18_MIA,MIA,all_cells,TREM2,14810,0.052998923480704244,0.029709655638082377,present
GSM9237950,P18_MIA,MIA,all_cells,PLA2G7,14810,0.033405301586908874,0.017825793382849425,present
GSM9237950,P18_MIA,MIA,all_cells,IL1B,14810,0.05956125689745452,0.026603646185010127,present
GSM9237950,P18_MIA,MIA,all_cells,TNF,14810,0.030390908316415947,0.016272788656313302,present
GSM9237950,P18_MIA,MIA,all_cells,CXCL8,14810,0.0957631326365577,0.039837947332883185,present
GSM9237950,P18_MIA,MIA,epithelial,MIF,4098,0.3762155494073679,0.27013177159590046,present
GSM9237950,P18_MIA,MIA,epithelial,CD74,4098,2.490160754693048,0.7818448023426061,present
GSM9237950,P18_MIA,MIA,epithelial,CD44,4098,1.6855561480736976,0.6681307955100049,present
GSM9237950,P18_MIA,MIA,epithelial,CXCR4,4098,0.1840457437375381,0.08882381649585164,present
GSM9237950,P18_MIA,MIA,epithelial,SPP1,4098,0.0040546714173791566,0.0036603221083455345,present
GSM9237950,P18_MIA,MIA,epithelial,TREM2,4098,0.00972502746819753,0.008052708638360176,present
GSM9237950,P18_MIA,MIA,epithelial,PLA2G7,4098,0.00845534668954818,0.005612493899463153,present
GSM9237950,P18_MIA,MIA,epithelial,IL1B,4098,0.0229744476403673,0.013421181063933627,present
GSM9237950,P18_MIA,MIA,epithelial,TNF,4098,0.010263898244066132,0.007320644216691069,present
GSM9237950,P18_MIA,MIA,epithelial,CXCL8,4098,0.11416561631120031,0.053684724255734506,present
GSM9237950,P18_MIA,MIA,macrophage,MIF,1089,0.23438040870546917,0.18732782369146006,present
GSM9237950,P18_MIA,MIA,macrophage,CD74,1089,4.450321930704608,0.9641873278236914,present
GSM9237950,P18_MIA,MIA,macrophage,CD44,1089,2.054431727818091,0.7208448117539027,present
GSM9237950,P18_MIA,MIA,macrophage,CXCR4,1089,0.45166222191010064,0.23140495867768596,present
GSM9237950,P18_MIA,MIA,macrophage,SPP1,1089,0.12413623140843184,0.049586776859504134,present
GSM9237950,P18_MIA,MIA,macrophage,TREM2,1089,0.5622310235811848,0.31313131313131315,present
GSM9237950,P18_MIA,MIA,macrophage,PLA2G7,1089,0.3151430306795659,0.1689623507805326,present
GSM9237950,P18_MIA,MIA,macrophage,IL1B,1089,0.27924732722423784,0.13406795224977044,present
GSM9237950,P18_MIA,MIA,macrophage,TNF,1089,0.11005348370256278,0.07897153351698806,present
GSM9237950,P18_MIA,MIA,macrophage,CXCL8,1089,0.269398677054616,0.1046831955922865,present
GSM9237951,P18_LUAD,LUAD,all_cells,MIF,17257,0.19549293918312724,0.12168974908732688,present
GSM9237951,P18_LUAD,LUAD,all_cells,CD74,17257,2.0365084108662925,0.6278611577910413,present
GSM9237951,P18_LUAD,LUAD,all_cells,CD44,17257,1.5500707242139506,0.547024395897317,present
GSM9237951,P18_LUAD,LUAD,all_cells,CXCR4,17257,0.5625633735311216,0.19418207104363447,present
GSM9237951,P18_LUAD,LUAD,all_cells,SPP1,17257,0.009406362919346848,0.004461957466535319,present
GSM9237951,P18_LUAD,LUAD,all_cells,TREM2,17257,0.051619788452046594,0.030480384771397116,present
GSM9237951,P18_LUAD,LUAD,all_cells,PLA2G7,17257,0.024949161512885055,0.013154082401344382,present
GSM9237951,P18_LUAD,LUAD,all_cells,IL1B,17257,0.06084354111947759,0.028336327287477547,present
GSM9237951,P18_LUAD,LUAD,all_cells,TNF,17257,0.026859247992497455,0.017094512371791156,present
GSM9237951,P18_LUAD,LUAD,all_cells,CXCL8,17257,0.16130699464033824,0.0649591470128064,present
GSM9237951,P18_LUAD,LUAD,epithelial,MIF,4384,0.40972044731870044,0.270985401459854,present
GSM9237951,P18_LUAD,LUAD,epithelial,CD74,4384,2.6290635254918397,0.7858120437956204,present
GSM9237951,P18_LUAD,LUAD,epithelial,CD44,4384,1.6123388971192958,0.6370894160583942,present
GSM9237951,P18_LUAD,LUAD,epithelial,CXCR4,4384,0.305442403656659,0.1491788321167883,present
GSM9237951,P18_LUAD,LUAD,epithelial,SPP1,4384,0.006316411914981711,0.0038777372262773723,present
GSM9237951,P18_LUAD,LUAD,epithelial,TREM2,4384,0.013408197986603322,0.013458029197080291,present
GSM9237951,P18_LUAD,LUAD,epithelial,PLA2G7,4384,0.008761973773155603,0.0061587591240875915,present
GSM9237951,P18_LUAD,LUAD,epithelial,IL1B,4384,0.021792479231491958,0.014142335766423358,present
GSM9237951,P18_LUAD,LUAD,epithelial,TNF,4384,0.008923047991087008,0.006614963503649635,present
GSM9237951,P18_LUAD,LUAD,epithelial,CXCL8,4384,0.24053167212289706,0.1010492700729927,present
GSM9237951,P18_LUAD,LUAD,macrophage,MIF,1347,0.2107143975622956,0.18040089086859687,present
GSM9237951,P18_LUAD,LUAD,macrophage,CD74,1347,4.413172182210846,0.947290274684484,present
GSM9237951,P18_LUAD,LUAD,macrophage,CD44,1347,2.4536924591490945,0.8025241276911655,present
GSM9237951,P18_LUAD,LUAD,macrophage,CXCR4,1347,0.5064521205738526,0.24647364513734224,present
GSM9237951,P18_LUAD,LUAD,macrophage,SPP1,1347,0.04711097940531747,0.020786933927245732,present
GSM9237951,P18_LUAD,LUAD,macrophage,TREM2,1347,0.5050654979104602,0.289532293986637,present
GSM9237951,P18_LUAD,LUAD,macrophage,PLA2G7,1347,0.22220619150570473,0.11507052709725316,present
GSM9237951,P18_LUAD,LUAD,macrophage,IL1B,1347,0.3306570097994568,0.17371937639198218,present
GSM9237951,P18_LUAD,LUAD,macrophage,TNF,1347,0.1324602014622803,0.11284335560504825,present
GSM9237951,P18_LUAD,LUAD,macrophage,CXCL8,1347,0.4796428942218823,0.17817371937639198,present
GSM9237952,P19_Normal,Normal,all_cells,MIF,4932,0.2083418350606335,0.15369018653690186,present
GSM9237952,P19_Normal,Normal,all_cells,CD74,4932,2.549678536145282,0.7789943227899432,present
GSM9237952,P19_Normal,Normal,all_cells,CD44,4932,1.3451330150129,0.5332522303325223,present
GSM9237952,P19_Normal,Normal,all_cells,CXCR4,4932,0.3374793689892597,0.14639091646390917,present
GSM9237952,P19_Normal,Normal,all_cells,SPP1,4932,0.0035383438784874263,0.00202757502027575,present
GSM9237952,P19_Normal,Normal,all_cells,TREM2,4932,0.08121691546406401,0.05089213300892133,present
GSM9237952,P19_Normal,Normal,all_cells,PLA2G7,4932,0.04994583868743483,0.025750202757502026,present
GSM9237952,P19_Normal,Normal,all_cells,IL1B,4932,0.04676348173546515,0.028386050283860504,present
GSM9237952,P19_Normal,Normal,all_cells,TNF,4932,0.061701620844124457,0.04237631792376318,present
GSM9237952,P19_Normal,Normal,all_cells,CXCL8,4932,0.06379182122752426,0.028183292781832927,present
GSM9237952,P19_Normal,Normal,epithelial,MIF,1391,0.30002510717817016,0.23436376707404744,present
GSM9237952,P19_Normal,Normal,epithelial,CD74,1391,2.5033586946219653,0.8209920920201293,present
GSM9237952,P19_Normal,Normal,epithelial,CD44,1391,1.5538410883713385,0.6103522645578721,present
GSM9237952,P19_Normal,Normal,epithelial,CXCR4,1391,0.12484495491881077,0.06398274622573688,present
GSM9237952,P19_Normal,Normal,epithelial,SPP1,1391,0.0,0.0,present
GSM9237952,P19_Normal,Normal,epithelial,TREM2,1391,0.02029578547118341,0.01509705248023005,present
GSM9237952,P19_Normal,Normal,epithelial,PLA2G7,1391,0.010245426668503095,0.005751258087706686,present
GSM9237952,P19_Normal,Normal,epithelial,IL1B,1391,0.013796684905572463,0.009345794392523364,present
GSM9237952,P19_Normal,Normal,epithelial,TNF,1391,0.025514231737263735,0.017253774263120056,present
GSM9237952,P19_Normal,Normal,epithelial,CXCL8,1391,0.05199854130634025,0.024442846872753415,present
GSM9237952,P19_Normal,Normal,macrophage,MIF,554,0.21641484542776276,0.24007220216606498,present
GSM9237952,P19_Normal,Normal,macrophage,CD74,554,4.963865775341171,0.9945848375451264,present
GSM9237952,P19_Normal,Normal,macrophage,CD44,554,1.7949982736184524,0.703971119133574,present
GSM9237952,P19_Normal,Normal,macrophage,CXCR4,554,0.5583229925333437,0.3285198555956679,present
GSM9237952,P19_Normal,Normal,macrophage,SPP1,554,0.015261315188477183,0.009025270758122744,present
GSM9237952,P19_Normal,Normal,macrophage,TREM2,554,0.5647336600027923,0.3555956678700361,present
GSM9237952,P19_Normal,Normal,macrophage,PLA2G7,554,0.3373972240636528,0.16787003610108303,present
GSM9237952,P19_Normal,Normal,macrophage,IL1B,554,0.2033881222704037,0.1552346570397112,present
GSM9237952,P19_Normal,Normal,macrophage,TNF,554,0.13113724273289276,0.13537906137184116,present
GSM9237952,P19_Normal,Normal,macrophage,CXCL8,554,0.20928405969652428,0.09747292418772563,present
GSM9237953,P19_AIS,AIS,all_cells,MIF,15613,0.2356273178765003,0.15410235060526484,present
GSM9237953,P19_AIS,AIS,all_cells,CD74,15613,2.672143326946255,0.7830653942227631,present
GSM9237953,P19_AIS,AIS,all_cells,CD44,15613,1.0199406706329845,0.4317555882918081,present
GSM9237953,P19_AIS,AIS,all_cells,CXCR4,15613,0.3625532016509275,0.14449497213860243,present
GSM9237953,P19_AIS,AIS,all_cells,SPP1,15613,0.00712491429675793,0.003522705437776212,present
GSM9237953,P19_AIS,AIS,all_cells,TREM2,15613,0.08195819224385296,0.043425350669314036,present
GSM9237953,P19_AIS,AIS,all_cells,PLA2G7,15613,0.05657745314470712,0.028501889451098442,present
GSM9237953,P19_AIS,AIS,all_cells,IL1B,15613,0.03423636822460273,0.0185742650355473,present
GSM9237953,P19_AIS,AIS,all_cells,TNF,15613,0.036770559998212056,0.021520527765323767,present
GSM9237953,P19_AIS,AIS,all_cells,CXCL8,15613,0.05325910574873567,0.02235316723243451,present
GSM9237953,P19_AIS,AIS,epithelial,MIF,5767,0.34044929476521196,0.24709554361019595,present
GSM9237953,P19_AIS,AIS,epithelial,CD74,5767,2.7408597492073445,0.83058782729322,present
GSM9237953,P19_AIS,AIS,epithelial,CD44,5767,1.1351293602208596,0.5110109242240333,present
GSM9237953,P19_AIS,AIS,epithelial,CXCR4,5767,0.19966120221503525,0.0967574128663083,present
GSM9237953,P19_AIS,AIS,epithelial,SPP1,5767,0.0032920577911239313,0.0026010057222125888,present
GSM9237953,P19_AIS,AIS,epithelial,TREM2,5767,0.024072614607746075,0.01803363967400728,present
GSM9237953,P19_AIS,AIS,epithelial,PLA2G7,5767,0.014919730935183187,0.010404022888850355,present
GSM9237953,P19_AIS,AIS,epithelial,IL1B,5767,0.012046637922768118,0.008149817929599444,present
GSM9237953,P19_AIS,AIS,epithelial,TNF,5767,0.0199140232483316,0.011964626322177908,present
GSM9237953,P19_AIS,AIS,epithelial,CXCL8,5767,0.04134928608660205,0.021848448066585747,present
GSM9237953,P19_AIS,AIS,macrophage,MIF,1488,0.1921431123473518,0.1478494623655914,present
GSM9237953,P19_AIS,AIS,macrophage,CD74,1488,4.8959952295412545,0.9858870967741935,present
GSM9237953,P19_AIS,AIS,macrophage,CD44,1488,1.2640990893118451,0.5248655913978495,present
GSM9237953,P19_AIS,AIS,macrophage,CXCR4,1488,0.5969161480563028,0.28293010752688175,present
GSM9237953,P19_AIS,AIS,macrophage,SPP1,1488,0.03380177706120427,0.01478494623655914,present
GSM9237953,P19_AIS,AIS,macrophage,TREM2,1488,0.6204297509198836,0.31048387096774194,present
GSM9237953,P19_AIS,AIS,macrophage,PLA2G7,1488,0.4095868093617548,0.19422043010752688,present
GSM9237953,P19_AIS,AIS,macrophage,IL1B,1488,0.1487024115037045,0.09341397849462366,present
GSM9237953,P19_AIS,AIS,macrophage,TNF,1488,0.09743527475468976,0.0739247311827957,present
GSM9237953,P19_AIS,AIS,macrophage,CXCL8,1488,0.18583752655694402,0.06586021505376344,present
GSM9237954,P19_LUAD,LUAD,all_cells,MIF,22058,0.24938196845515703,0.17549188503037447,present
GSM9237954,P19_LUAD,LUAD,all_cells,CD74,22058,2.6774492654409086,0.8128116783026567,present
GSM9237954,P19_LUAD,LUAD,all_cells,CD44,22058,1.0907838108278074,0.48064194396590804,present
GSM9237954,P19_LUAD,LUAD,all_cells,CXCR4,22058,0.36986706848448786,0.15704052951310182,present
GSM9237954,P19_LUAD,LUAD,all_cells,SPP1,22058,0.024401142039081752,0.012512467132106265,present
GSM9237954,P19_LUAD,LUAD,all_cells,TREM2,22058,0.06807542042552368,0.03966814761084414,present
GSM9237954,P19_LUAD,LUAD,all_cells,PLA2G7,22058,0.03208274740853856,0.02135279717109439,present
GSM9237954,P19_LUAD,LUAD,all_cells,IL1B,22058,0.03985754474217686,0.02225949768791368,present
GSM9237954,P19_LUAD,LUAD,all_cells,TNF,22058,0.033765613149943724,0.02225949768791368,present
GSM9237954,P19_LUAD,LUAD,all_cells,CXCL8,22058,0.0483597927677231,0.024163568773234202,present
GSM9237954,P19_LUAD,LUAD,epithelial,MIF,9518,0.32656256884258594,0.25036772431183024,present
GSM9237954,P19_LUAD,LUAD,epithelial,CD74,9518,2.702544231148932,0.8647825173355747,present
GSM9237954,P19_LUAD,LUAD,epithelial,CD44,9518,1.1489872564158805,0.5470687119142678,present
GSM9237954,P19_LUAD,LUAD,epithelial,CXCR4,9518,0.21774269267613283,0.11420466484555579,present
