Sample_Origin,Cell_type.refined,n_cells,mean_expression,median_expression,gene
tLung,Myeloid cells,8794,1.5756495,1.609438,LST1
tLung,T/NK cells,13941,0.065345556,0.0,LST1
tLung,,5742,0.072898455,0.0,LST1
PE,B lymphocytes,3285,0.033378568,0.0,CD68
PE,Epithelial cells,396,0.31361473,0.0,CD68
PE,Myeloid cells,3063,1.3773355,1.3862944,CD68
PE,T/NK cells,9192,0.011851816,0.0,CD68
PE,,4368,0.081164405,0.0,CD68
mBrain,B lymphocytes,1311,0.080505684,0.0,CD68
mBrain,Endothelial cells,159,0.06358192,0.0,CD68
mBrain,Epithelial cells,15463,0.13891913,0.0,CD68
mBrain,Fibroblasts,444,0.342359,0.0,CD68
mBrain,MAST cells,508,0.22401045,0.0,CD68
mBrain,Myeloid cells,5657,1.5840579,1.609438,CD68
mBrain,T/NK cells,2683,0.036660098,0.0,CD68
mBrain,,2835,0.039584067,0.0,CD68
mLN,B lymphocytes,6062,0.07095128,0.0,CD68
mLN,Epithelial cells,3053,0.37942776,0.0,CD68
mLN,Myeloid cells,5442,1.7669635,1.7917595,CD68
mLN,T/NK cells,5069,0.028819349,0.0,CD68
mLN,,1819,0.027119976,0.0,CD68
nLN,B lymphocytes,10584,0.0778129,0.0,CD68
nLN,Myeloid cells,1288,1.3097945,0.6931472,CD68
nLN,T/NK cells,19478,0.013835046,0.0,CD68
nLN,,6096,0.04265591,0.0,CD68
nLung,B lymphocytes,634,0.26248512,0.0,CD68
nLung,Endothelial cells,1295,0.12351754,0.0,CD68
nLung,Epithelial cells,3703,0.16798757,0.0,CD68
nLung,Fibroblasts,1585,0.16924857,0.0,CD68
nLung,MAST cells,1079,0.24299441,0.0,CD68
nLung,Myeloid cells,16672,2.2180896,2.3978953,CD68
nLung,T/NK cells,11413,0.058572125,0.0,CD68
nLung,,6614,0.06286804,0.0,CD68
tL/B,B lymphocytes,469,0.049022686,0.0,CD68
tL/B,Epithelial cells,6582,0.04916477,0.0,CD68
tL/B,Myeloid cells,1329,1.1619439,1.0986123,CD68
tL/B,T/NK cells,2627,0.014820717,0.0,CD68
tL/B,,963,0.0100769065,0.0,CD68
tLung,B lymphocytes,5312,0.07400638,0.0,CD68
tLung,Endothelial cells,627,0.08359587,0.0,CD68
tLung,Epithelial cells,7270,0.109781995,0.0,CD68
tLung,Fibroblasts,1654,0.21366246,0.0,CD68
tLung,MAST cells,1809,0.23913428,0.0,CD68
tLung,Myeloid cells,8794,1.9905306,1.9459101,CD68
tLung,T/NK cells,13941,0.032782253,0.0,CD68
tLung,,5742,0.031142773,0.0,CD68
PE,B lymphocytes,3285,0.004220074,0.0,CD163
PE,Epithelial cells,396,0.06433471,0.0,CD163
PE,Myeloid cells,3063,0.83664346,0.6931472,CD163
PE,T/NK cells,9192,0.005171831,0.0,CD163
PE,,4368,0.008093065,0.0,CD163
mBrain,B lymphocytes,1311,0.02087999,0.0,CD163
mBrain,Endothelial cells,159,0.024347177,0.0,CD163
mBrain,Epithelial cells,15463,0.0159694,0.0,CD163
mBrain,Fibroblasts,444,0.08150757,0.0,CD163
mBrain,MAST cells,508,0.012280167,0.0,CD163
mBrain,Myeloid cells,5657,1.0268714,0.6931472,CD163
mBrain,T/NK cells,2683,0.01657816,0.0,CD163
mBrain,,2835,0.01776554,0.0,CD163
mLN,B lymphocytes,6062,0.005031091,0.0,CD163
mLN,Epithelial cells,3053,0.027424537,0.0,CD163
mLN,Myeloid cells,5442,0.70342004,0.6931472,CD163
mLN,T/NK cells,5069,0.0039655296,0.0,CD163
mLN,,1819,0.0045727137,0.0,CD163
nLN,B lymphocytes,10584,0.00045843067,0.0,CD163
nLN,Myeloid cells,1288,0.1174058,0.0,CD163
nLN,T/NK cells,19478,0.0003558616,0.0,CD163
nLN,,6096,0.00045482098,0.0,CD163
nLung,B lymphocytes,634,0.012211991,0.0,CD163
nLung,Endothelial cells,1295,0.017482176,0.0,CD163
nLung,Epithelial cells,3703,0.027762562,0.0,CD163
nLung,Fibroblasts,1585,0.016644508,0.0,CD163
nLung,MAST cells,1079,0.013975291,0.0,CD163
nLung,Myeloid cells,16672,0.6113468,0.0,CD163
nLung,T/NK cells,11413,0.007348709,0.0,CD163
nLung,,6614,0.009934965,0.0,CD163
tL/B,B lymphocytes,469,0.005911703,0.0,CD163
tL/B,Epithelial cells,6582,0.0032547894,0.0,CD163
tL/B,Myeloid cells,1329,0.28191954,0.0,CD163
tL/B,T/NK cells,2627,0.0007915651,0.0,CD163
tL/B,,963,0.000719779,0.0,CD163
tLung,B lymphocytes,5312,0.006654839,0.0,CD163
tLung,Endothelial cells,627,0.013163042,0.0,CD163
tLung,Epithelial cells,7270,0.016533267,0.0,CD163
tLung,Fibroblasts,1654,0.0055191633,0.0,CD163
tLung,MAST cells,1809,0.008270622,0.0,CD163
tLung,Myeloid cells,8794,0.7189038,0.6931472,CD163
tLung,T/NK cells,13941,0.0065921308,0.0,CD163
tLung,,5742,0.0056235176,0.0,CD163
PE,B lymphocytes,3285,0.019973988,0.0,MS4A7
PE,Epithelial cells,396,0.019551521,0.0,MS4A7
PE,Myeloid cells,3063,0.5749386,0.6931472,MS4A7
PE,T/NK cells,9192,0.0033620477,0.0,MS4A7
PE,,4368,0.004218702,0.0,MS4A7
mBrain,B lymphocytes,1311,0.017228203,0.0,MS4A7
mBrain,Endothelial cells,159,0.013078249,0.0,MS4A7
mBrain,Epithelial cells,15463,0.01775314,0.0,MS4A7
mBrain,Fibroblasts,444,0.044242542,0.0,MS4A7
mBrain,MAST cells,508,0.0,0.0,MS4A7
mBrain,Myeloid cells,5657,0.8656034,0.6931472,MS4A7
mBrain,T/NK cells,2683,0.004952508,0.0,MS4A7
mBrain,,2835,0.0077224085,0.0,MS4A7
mLN,B lymphocytes,6062,0.063715555,0.0,MS4A7
mLN,Epithelial cells,3053,0.039403364,0.0,MS4A7
mLN,Myeloid cells,5442,0.8375673,0.6931472,MS4A7
mLN,T/NK cells,5069,0.0053561893,0.0,MS4A7
mLN,,1819,0.0060969517,0.0,MS4A7
nLN,B lymphocytes,10584,0.048298717,0.0,MS4A7
nLN,Myeloid cells,1288,0.44077864,0.0,MS4A7
nLN,T/NK cells,19478,0.0011951597,0.0,MS4A7
nLN,,6096,0.0020466945,0.0,MS4A7
nLung,B lymphocytes,634,0.07426128,0.0,MS4A7
nLung,Endothelial cells,1295,0.055226423,0.0,MS4A7
nLung,Epithelial cells,3703,0.081133574,0.0,MS4A7
nLung,Fibroblasts,1585,0.036100373,0.0,MS4A7
nLung,MAST cells,1079,0.05281247,0.0,MS4A7
nLung,Myeloid cells,16672,1.6790702,1.7917595,MS4A7
nLung,T/NK cells,11413,0.021551127,0.0,MS4A7
nLung,,6614,0.02478923,0.0,MS4A7
tL/B,B lymphocytes,469,0.051978536,0.0,MS4A7
tL/B,Epithelial cells,6582,0.009267408,0.0,MS4A7
tL/B,Myeloid cells,1329,0.7277044,0.6931472,MS4A7
tL/B,T/NK cells,2627,0.0036939706,0.0,MS4A7
tL/B,,963,0.003598895,0.0,MS4A7
tLung,B lymphocytes,5312,0.048187017,0.0,MS4A7
tLung,Endothelial cells,627,0.025782343,0.0,MS4A7
tLung,Epithelial cells,7270,0.030362772,0.0,MS4A7
tLung,Fibroblasts,1654,0.025328383,0.0,MS4A7
tLung,MAST cells,1809,0.009160306,0.0,MS4A7
tLung,Myeloid cells,8794,1.2300743,1.0986123,MS4A7
tLung,T/NK cells,13941,0.0089749545,0.0,MS4A7
tLung,,5742,0.007122202,0.0,MS4A7
PE,B lymphocytes,3285,0.030333158,0.0,C1QA
PE,Epithelial cells,396,0.2526191,0.0,C1QA
PE,Myeloid cells,3063,1.3412117,0.6931472,C1QA
PE,T/NK cells,9192,0.032761168,0.0,C1QA
PE,,4368,0.039013274,0.0,C1QA
mBrain,B lymphocytes,1311,0.15828505,0.0,C1QA
mBrain,Endothelial cells,159,0.21221507,0.0,C1QA
mBrain,Epithelial cells,15463,0.12125297,0.0,C1QA
mBrain,Fibroblasts,444,0.41829345,0.0,C1QA
mBrain,MAST cells,508,0.069485016,0.0,C1QA
mBrain,Myeloid cells,5657,2.272022,2.3978953,C1QA
mBrain,T/NK cells,2683,0.11287009,0.0,C1QA
mBrain,,2835,0.124005705,0.0,C1QA
mLN,B lymphocytes,6062,0.06608389,0.0,C1QA
mLN,Epithelial cells,3053,0.3085365,0.0,C1QA
mLN,Myeloid cells,5442,2.0422175,2.1972246,C1QA
mLN,T/NK cells,5069,0.059942536,0.0,C1QA
mLN,,1819,0.06623839,0.0,C1QA
nLN,B lymphocytes,10584,0.024665253,0.0,C1QA
nLN,Myeloid cells,1288,0.8153017,0.0,C1QA
nLN,T/NK cells,19478,0.00943975,0.0,C1QA
nLN,,6096,0.008092394,0.0,C1QA
nLung,B lymphocytes,634,0.36479592,0.0,C1QA
nLung,Endothelial cells,1295,0.3002009,0.0,C1QA
nLung,Epithelial cells,3703,0.5261115,0.0,C1QA
nLung,Fibroblasts,1585,0.2304625,0.0,C1QA
nLung,MAST cells,1079,0.30766407,0.0,C1QA
nLung,Myeloid cells,16672,3.0829065,3.4965076,C1QA
nLung,T/NK cells,11413,0.26459518,0.0,C1QA
nLung,,6614,0.25733045,0.0,C1QA
tL/B,B lymphocytes,469,0.090769276,0.0,C1QA
tL/B,Epithelial cells,6582,0.066956066,0.0,C1QA
tL/B,Myeloid cells,1329,1.4690784,0.6931472,C1QA
tL/B,T/NK cells,2627,0.050332066,0.0,C1QA
tL/B,,963,0.033951923,0.0,C1QA
tLung,B lymphocytes,5312,0.1157742,0.0,C1QA
tLung,Endothelial cells,627,0.17515746,0.0,C1QA
tLung,Epithelial cells,7270,0.23493423,0.0,C1QA
tLung,Fibroblasts,1654,0.15547116,0.0,C1QA
tLung,MAST cells,1809,0.10553377,0.0,C1QA
tLung,Myeloid cells,8794,2.5614023,2.8903718,C1QA
tLung,T/NK cells,13941,0.098241016,0.0,C1QA
tLung,,5742,0.0967805,0.0,C1QA
PE,B lymphocytes,3285,0.021840947,0.0,C1QB
PE,Epithelial cells,396,0.22103673,0.0,C1QB
PE,Myeloid cells,3063,1.1618234,0.6931472,C1QB
PE,T/NK cells,9192,0.02679115,0.0,C1QB
PE,,4368,0.032150812,0.0,C1QB
mBrain,B lymphocytes,1311,0.16018845,0.0,C1QB
mBrain,Endothelial cells,159,0.20168693,0.0,C1QB
mBrain,Epithelial cells,15463,0.11761113,0.0,C1QB
mBrain,Fibroblasts,444,0.42785412,0.0,C1QB
mBrain,MAST cells,508,0.08107184,0.0,C1QB
mBrain,Myeloid cells,5657,2.2824483,2.3978953,C1QB
mBrain,T/NK cells,2683,0.12315889,0.0,C1QB
mBrain,,2835,0.123655945,0.0,C1QB
mLN,B lymphocytes,6062,0.061290633,0.0,C1QB
mLN,Epithelial cells,3053,0.29493424,0.0,C1QB
mLN,Myeloid cells,5442,1.8510238,1.7917595,C1QB
mLN,T/NK cells,5069,0.05596672,0.0,C1QB
mLN,,1819,0.062013082,0.0,C1QB
nLN,B lymphocytes,10584,0.018771037,0.0,C1QB
nLN,Myeloid cells,1288,0.8332502,0.0,C1QB
nLN,T/NK cells,19478,0.007659805,0.0,C1QB
nLN,,6096,0.006594904,0.0,C1QB
nLung,B lymphocytes,634,0.29421404,0.0,C1QB
nLung,Endothelial cells,1295,0.24665388,0.0,C1QB
nLung,Epithelial cells,3703,0.44497514,0.0,C1QB
nLung,Fibroblasts,1585,0.18174095,0.0,C1QB
nLung,MAST cells,1079,0.22707084,0.0,C1QB
nLung,Myeloid cells,16672,2.8546078,3.2580965,C1QB
nLung,T/NK cells,11413,0.20294724,0.0,C1QB
nLung,,6614,0.21126676,0.0,C1QB
tL/B,B lymphocytes,469,0.084632926,0.0,C1QB
tL/B,Epithelial cells,6582,0.068620384,0.0,C1QB
tL/B,Myeloid cells,1329,1.4449948,0.6931472,C1QB
tL/B,T/NK cells,2627,0.064491,0.0,C1QB
tL/B,,963,0.051769968,0.0,C1QB
tLung,B lymphocytes,5312,0.10384142,0.0,C1QB
tLung,Endothelial cells,627,0.14577305,0.0,C1QB
tLung,Epithelial cells,7270,0.18513341,0.0,C1QB
tLung,Fibroblasts,1654,0.11717411,0.0,C1QB
tLung,MAST cells,1809,0.07701205,0.0,C1QB
tLung,Myeloid cells,8794,2.4009037,2.6390574,C1QB
tLung,T/NK cells,13941,0.08881728,0.0,C1QB
tLung,,5742,0.08449655,0.0,C1QB
PE,B lymphocytes,3285,0.009985102,0.0,C1QC
PE,Epithelial cells,396,0.110531256,0.0,C1QC
PE,Myeloid cells,3063,0.8474693,0.0,C1QC
PE,T/NK cells,9192,0.0118831135,0.0,C1QC
PE,,4368,0.0130123785,0.0,C1QC
mBrain,B lymphocytes,1311,0.06922296,0.0,C1QC
mBrain,Endothelial cells,159,0.08356968,0.0,C1QC
mBrain,Epithelial cells,15463,0.051936127,0.0,C1QC
mBrain,Fibroblasts,444,0.1693763,0.0,C1QC
mBrain,MAST cells,508,0.028087419,0.0,C1QC
mBrain,Myeloid cells,5657,1.8603222,1.7917595,C1QC
mBrain,T/NK cells,2683,0.052342433,0.0,C1QC
mBrain,,2835,0.053321224,0.0,C1QC
mLN,B lymphocytes,6062,0.028301192,0.0,C1QC
mLN,Epithelial cells,3053,0.16188599,0.0,C1QC
mLN,Myeloid cells,5442,1.6364706,1.609438,C1QC
mLN,T/NK cells,5069,0.02621074,0.0,C1QC
mLN,,1819,0.031060072,0.0,C1QC
nLN,B lymphocytes,10584,0.0073571475,0.0,C1QC
nLN,Myeloid cells,1288,0.6019468,0.0,C1QC
nLN,T/NK cells,19478,0.0033303294,0.0,C1QC
nLN,,6096,0.004159902,0.0,C1QC
nLung,B lymphocytes,634,0.10145232,0.0,C1QC
nLung,Endothelial cells,1295,0.08748288,0.0,C1QC
nLung,Epithelial cells,3703,0.15373825,0.0,C1QC
nLung,Fibroblasts,1585,0.071471274,0.0,C1QC
nLung,MAST cells,1079,0.07631564,0.0,C1QC
nLung,Myeloid cells,16672,1.9707451,2.0794415,C1QC
nLung,T/NK cells,11413,0.051413663,0.0,C1QC
nLung,,6614,0.056199662,0.0,C1QC
tL/B,B lymphocytes,469,0.031287577,0.0,C1QC
tL/B,Epithelial cells,6582,0.031909585,0.0,C1QC
tL/B,Myeloid cells,1329,1.1944602,0.0,C1QC
tL/B,T/NK cells,2627,0.017085902,0.0,C1QC
tL/B,,963,0.015835138,0.0,C1QC
tLung,B lymphocytes,5312,0.038964022,0.0,C1QC
tLung,Endothelial cells,627,0.06133988,0.0,C1QC
tLung,Epithelial cells,7270,0.084413454,0.0,C1QC
tLung,Fibroblasts,1654,0.05676545,0.0,C1QC
tLung,MAST cells,1809,0.035843622,0.0,C1QC
tLung,Myeloid cells,8794,1.910883,2.0794415,C1QC
tLung,T/NK cells,13941,0.034485,0.0,C1QC
tLung,,5742,0.03229252,0.0,C1QC
PE,B lymphocytes,3285,0.01635485,0.0,APOE
PE,Epithelial cells,396,1.0865895,0.0,APOE
PE,Myeloid cells,3063,0.3846076,0.0,APOE
PE,T/NK cells,9192,0.020600578,0.0,APOE
PE,,4368,0.031144757,0.0,APOE
mBrain,B lymphocytes,1311,0.44940907,0.0,APOE
mBrain,Endothelial cells,159,0.4498114,0.0,APOE
mBrain,Epithelial cells,15463,0.5137013,0.0,APOE
mBrain,Fibroblasts,444,2.1810029,2.1972246,APOE
mBrain,MAST cells,508,0.92506737,0.6931472,APOE
mBrain,Myeloid cells,5657,2.7922378,2.8332133,APOE
mBrain,T/NK cells,2683,0.34667417,0.0,APOE
mBrain,,2835,0.43337896,0.0,APOE
mLN,B lymphocytes,6062,0.22033904,0.0,APOE
mLN,Epithelial cells,3053,0.9361372,0.6931472,APOE
mLN,Myeloid cells,5442,2.547997,2.5649493,APOE
mLN,T/NK cells,5069,0.19537665,0.0,APOE
mLN,,1819,0.17403172,0.0,APOE
nLN,B lymphocytes,10584,0.16102065,0.0,APOE
nLN,Myeloid cells,1288,1.7608345,0.6931472,APOE
nLN,T/NK cells,19478,0.0673951,0.0,APOE
nLN,,6096,0.060832657,0.0,APOE
nLung,B lymphocytes,634,0.14578296,0.0,APOE
nLung,Endothelial cells,1295,0.1351755,0.0,APOE
nLung,Epithelial cells,3703,0.31919837,0.0,APOE
nLung,Fibroblasts,1585,0.39738807,0.0,APOE
nLung,MAST cells,1079,0.21217968,0.0,APOE
nLung,Myeloid cells,16672,1.9424694,1.9459101,APOE
nLung,T/NK cells,11413,0.111388184,0.0,APOE
nLung,,6614,0.11260284,0.0,APOE
tL/B,B lymphocytes,469,0.15089084,0.0,APOE
tL/B,Epithelial cells,6582,0.5119954,0.0,APOE
tL/B,Myeloid cells,1329,1.2884411,0.0,APOE
tL/B,T/NK cells,2627,0.0885811,0.0,APOE
tL/B,,963,0.103064775,0.0,APOE
tLung,B lymphocytes,5312,0.24021848,0.0,APOE
tLung,Endothelial cells,627,0.29386327,0.0,APOE
tLung,Epithelial cells,7270,0.46168026,0.0,APOE
tLung,Fibroblasts,1654,1.1874212,0.6931472,APOE
tLung,MAST cells,1809,0.5553121,0.0,APOE
tLung,Myeloid cells,8794,2.6942832,2.7725887,APOE
tLung,T/NK cells,13941,0.20717734,0.0,APOE
tLung,,5742,0.18096775,0.0,APOE
PE,B lymphocytes,3285,0.022720816,0.0,SPP1
PE,Epithelial cells,396,0.18398125,0.0,SPP1
PE,Myeloid cells,3063,0.46505997,0.0,SPP1
PE,T/NK cells,9192,0.035281043,0.0,SPP1
PE,,4368,0.03327666,0.0,SPP1
mBrain,B lymphocytes,1311,0.3438581,0.0,SPP1
mBrain,Endothelial cells,159,0.3488354,0.0,SPP1
mBrain,Epithelial cells,15463,0.226295,0.0,SPP1
mBrain,Fibroblasts,444,0.72408515,0.0,SPP1
mBrain,MAST cells,508,0.21764962,0.0,SPP1
mBrain,Myeloid cells,5657,2.3790858,2.0794415,SPP1
mBrain,T/NK cells,2683,0.37524182,0.0,SPP1
mBrain,,2835,0.8767266,0.0,SPP1
mLN,B lymphocytes,6062,0.21528877,0.0,SPP1
mLN,Epithelial cells,3053,0.6208135,0.0,SPP1
mLN,Myeloid cells,5442,2.7733977,3.0445225,SPP1
mLN,T/NK cells,5069,0.16507363,0.0,SPP1
mLN,,1819,0.18047424,0.0,SPP1
nLN,B lymphocytes,10584,0.007606492,0.0,SPP1
nLN,Myeloid cells,1288,0.38699993,0.0,SPP1
nLN,T/NK cells,19478,0.0033095125,0.0,SPP1
nLN,,6096,0.0030228498,0.0,SPP1
nLung,B lymphocytes,634,0.0032798762,0.0,SPP1
nLung,Endothelial cells,1295,0.007572274,0.0,SPP1
nLung,Epithelial cells,3703,0.0056431135,0.0,SPP1
nLung,Fibroblasts,1585,0.0013119505,0.0,SPP1
nLung,MAST cells,1079,0.0012847955,0.0,SPP1
nLung,Myeloid cells,16672,0.027338155,0.0,SPP1
nLung,T/NK cells,11413,0.00054659817,0.0,SPP1
nLung,,6614,0.00094319996,0.0,SPP1
tL/B,B lymphocytes,469,0.09109796,0.0,SPP1
tL/B,Epithelial cells,6582,0.07691105,0.0,SPP1
tL/B,Myeloid cells,1329,0.9055086,0.0,SPP1
tL/B,T/NK cells,2627,0.051347382,0.0,SPP1
tL/B,,963,0.039411422,0.0,SPP1
tLung,B lymphocytes,5312,0.055640284,0.0,SPP1
tLung,Endothelial cells,627,0.100333676,0.0,SPP1
tLung,Epithelial cells,7270,0.17713533,0.0,SPP1
tLung,Fibroblasts,1654,0.09421501,0.0,SPP1
tLung,MAST cells,1809,0.030806132,0.0,SPP1
tLung,Myeloid cells,8794,0.81686866,0.0,SPP1
tLung,T/NK cells,13941,0.038864672,0.0,SPP1
tLung,,5742,0.031913865,0.0,SPP1
PE,B lymphocytes,3285,0.0,0.0,TPSAB1
PE,Epithelial cells,396,0.0,0.0,TPSAB1
PE,Myeloid cells,3063,0.004835305,0.0,TPSAB1
PE,T/NK cells,9192,0.0,0.0,TPSAB1
PE,,4368,0.0,0.0,TPSAB1
mBrain,B lymphocytes,1311,0.017817976,0.0,TPSAB1
mBrain,Endothelial cells,159,0.0,0.0,TPSAB1
mBrain,Epithelial cells,15463,0.0049429378,0.0,TPSAB1
mBrain,Fibroblasts,444,0.0,0.0,TPSAB1
mBrain,MAST cells,508,3.9938078,4.016342,TPSAB1
mBrain,Myeloid cells,5657,0.017071405,0.0,TPSAB1
mBrain,T/NK cells,2683,0.010249284,0.0,TPSAB1
mBrain,,2835,0.0109212715,0.0,TPSAB1
mLN,B lymphocytes,6062,0.0022048568,0.0,TPSAB1
mLN,Epithelial cells,3053,0.012487094,0.0,TPSAB1
mLN,Myeloid cells,5442,0.054445624,0.0,TPSAB1
mLN,T/NK cells,5069,0.0019143935,0.0,TPSAB1
mLN,,1819,0.0045727137,0.0,TPSAB1
nLN,B lymphocytes,10584,0.0025289322,0.0,TPSAB1
nLN,Myeloid cells,1288,0.016599115,0.0,TPSAB1
nLN,T/NK cells,19478,0.00056937855,0.0,TPSAB1
nLN,,6096,0.0081289755,0.0,TPSAB1
nLung,B lymphocytes,634,0.013119505,0.0,TPSAB1
nLung,Endothelial cells,1295,0.014353758,0.0,TPSAB1
nLung,Epithelial cells,3703,0.02045092,0.0,TPSAB1
nLung,Fibroblasts,1585,0.002623901,0.0,TPSAB1
nLung,MAST cells,1079,3.555876,3.6635616,TPSAB1
nLung,Myeloid cells,16672,0.015262517,0.0,TPSAB1
nLung,T/NK cells,11413,0.0060584266,0.0,TPSAB1
nLung,,6614,0.0034584,0.0,TPSAB1
tL/B,B lymphocytes,469,0.0,0.0,TPSAB1
tL/B,Epithelial cells,6582,0.0072744456,0.0,TPSAB1
tL/B,Myeloid cells,1329,0.2896875,0.0,TPSAB1
tL/B,T/NK cells,2627,0.008958986,0.0,TPSAB1
tL/B,,963,0.0068087005,0.0,TPSAB1
tLung,B lymphocytes,5312,0.024331179,0.0,TPSAB1
tLung,Endothelial cells,627,0.031103967,0.0,TPSAB1
tLung,Epithelial cells,7270,0.028605945,0.0,TPSAB1
tLung,Fibroblasts,1654,0.03036372,0.0,TPSAB1
tLung,MAST cells,1809,3.7822156,3.912023,TPSAB1
tLung,Myeloid cells,8794,0.03350357,0.0,TPSAB1
tLung,T/NK cells,13941,0.010756427,0.0,TPSAB1
tLung,,5742,0.014517757,0.0,TPSAB1
PE,B lymphocytes,3285,0.0002110037,0.0,TPSB2
PE,Epithelial cells,396,0.0017503717,0.0,TPSB2
PE,Myeloid cells,3063,0.0056857634,0.0,TPSB2
PE,T/NK cells,9192,0.00022622297,0.0,TPSB2
PE,,4368,0.0007934377,0.0,TPSB2
mBrain,B lymphocytes,1311,0.1111332,0.0,TPSB2
mBrain,Endothelial cells,159,0.0,0.0,TPSB2
mBrain,Epithelial cells,15463,0.027196286,0.0,TPSB2
mBrain,Fibroblasts,444,0.012489138,0.0,TPSB2
mBrain,MAST cells,508,4.6265736,4.6821313,TPSB2
mBrain,Myeloid cells,5657,0.050948866,0.0,TPSB2
mBrain,T/NK cells,2683,0.04557562,0.0,TPSB2
mBrain,,2835,0.04039707,0.0,TPSB2
mLN,B lymphocytes,6062,0.0030500952,0.0,TPSB2
mLN,Epithelial cells,3053,0.021512967,0.0,TPSB2
mLN,Myeloid cells,5442,0.060779396,0.0,TPSB2
mLN,T/NK cells,5069,0.0032818173,0.0,TPSB2
mLN,,1819,0.0034295353,0.0,TPSB2
nLN,B lymphocytes,10584,0.0037101002,0.0,TPSB2
nLN,Myeloid cells,1288,0.023892181,0.0,TPSB2
nLN,T/NK cells,19478,0.0010675847,0.0,TPSB2
nLN,,6096,0.010446663,0.0,TPSB2
nLung,B lymphocytes,634,0.03581066,0.0,TPSB2
nLung,Endothelial cells,1295,0.026562957,0.0,TPSB2
nLung,Epithelial cells,3703,0.048636317,0.0,TPSB2
nLung,Fibroblasts,1585,0.015124586,0.0,TPSB2
nLung,MAST cells,1079,4.14226,4.248495,TPSB2
nLung,Myeloid cells,16672,0.055113714,0.0,TPSB2
nLung,T/NK cells,11413,0.016023325,0.0,TPSB2
nLung,,6614,0.015188119,0.0,TPSB2
tL/B,B lymphocytes,469,0.031036442,0.0,TPSB2
tL/B,Epithelial cells,6582,0.024660666,0.0,TPSB2
tL/B,Myeloid cells,1329,0.36201775,0.0,TPSB2
tL/B,T/NK cells,2627,0.0133859385,0.0,TPSB2
tL/B,,963,0.016647972,0.0,TPSB2
tLung,B lymphocytes,5312,0.08843063,0.0,TPSB2
tLung,Endothelial cells,627,0.09429294,0.0,TPSB2
tLung,Epithelial cells,7270,0.10400051,0.0,TPSB2
tLung,Fibroblasts,1654,0.10186319,0.0,TPSB2
tLung,MAST cells,1809,4.396965,4.5108595,TPSB2
tLung,Myeloid cells,8794,0.1125855,0.0,TPSB2
tLung,T/NK cells,13941,0.03964109,0.0,TPSB2
tLung,,5742,0.034293063,0.0,TPSB2
PE,B lymphocytes,3285,0.0002110037,0.0,CPA3
PE,Epithelial cells,396,0.0,0.0,CPA3
PE,Myeloid cells,3063,0.003462162,0.0,CPA3
PE,T/NK cells,9192,7.5407654e-05,0.0,CPA3
PE,,4368,0.0,0.0,CPA3
mBrain,B lymphocytes,1311,0.016560417,0.0,CPA3
mBrain,Endothelial cells,159,0.004359416,0.0,CPA3
mBrain,Epithelial cells,15463,0.003160883,0.0,CPA3
mBrain,Fibroblasts,444,0.0,0.0,CPA3
mBrain,MAST cells,508,2.1021192,2.1972246,CPA3
mBrain,Myeloid cells,5657,0.007027449,0.0,CPA3
mBrain,T/NK cells,2683,0.0050597326,0.0,CPA3
mBrain,,2835,0.0051759696,0.0,CPA3
mLN,B lymphocytes,6062,0.0011822893,0.0,CPA3
mLN,Epithelial cells,3053,0.0049006077,0.0,CPA3
mLN,Myeloid cells,5442,0.028901562,0.0,CPA3
mLN,T/NK cells,5069,0.0010939392,0.0,CPA3
mLN,,1819,0.00076211896,0.0,CPA3
nLN,B lymphocytes,10584,0.0006422846,0.0,CPA3
nLN,Myeloid cells,1288,0.0057434486,0.0,CPA3
nLN,T/NK cells,19478,0.00014234464,0.0,CPA3
nLN,,6096,0.002623955,0.0,CPA3
nLung,B lymphocytes,634,0.0054664603,0.0,CPA3
nLung,Endothelial cells,1295,0.006410825,0.0,CPA3
nLung,Epithelial cells,3703,0.011471261,0.0,CPA3
nLung,Fibroblasts,1585,0.002623901,0.0,CPA3
nLung,MAST cells,1079,2.0124123,2.0794415,CPA3
nLung,Myeloid cells,16672,0.009446959,0.0,CPA3
nLung,T/NK cells,11413,0.0030973894,0.0,CPA3
nLung,,6614,0.0012575999,0.0,CPA3
tL/B,B lymphocytes,469,0.004433777,0.0,CPA3
tL/B,Epithelial cells,6582,0.0036421253,0.0,CPA3
tL/B,Myeloid cells,1329,0.179121,0.0,CPA3
tL/B,T/NK cells,2627,0.0021556758,0.0,CPA3
tL/B,,963,0.0054594968,0.0,CPA3
tLung,B lymphocytes,5312,0.011005258,0.0,CPA3
tLung,Endothelial cells,627,0.015205999,0.0,CPA3
tLung,Epithelial cells,7270,0.015645543,0.0,CPA3
tLung,Fibroblasts,1654,0.013984307,0.0,CPA3
tLung,MAST cells,1809,2.0121155,2.0794415,CPA3
tLung,Myeloid cells,8794,0.017442716,0.0,CPA3
tLung,T/NK cells,13941,0.0043547284,0.0,CPA3
tLung,,5742,0.005670876,0.0,CPA3
PE,B lymphocytes,3285,0.0,0.0,MS4A2
PE,Epithelial cells,396,0.0,0.0,MS4A2
PE,Myeloid cells,3063,0.0021095227,0.0,MS4A2
PE,T/NK cells,9192,0.00015081531,0.0,MS4A2
PE,,4368,0.0007934377,0.0,MS4A2
mBrain,B lymphocytes,1311,0.002424145,0.0,MS4A2
